PAŃSTWO;MIEJSCOWOŚĆ;ULICA;NUMER;KOD 
Polska;Będzin;ul. Jedności Narodowej;8;42-500
Polska;Będzin;ul. Jedności Narodowej;70;42-500
Polska;Będzin;ul. Jedności Narodowej;20c;42-500
Polska;Będzin;ul. Jedności Narodowej;74;42-500
Polska;Będzin;ul. Jedności Narodowej;11;42-500
Polska;Będzin;ul. Jedności Narodowej;23;42-500
Polska;Będzin;ul. Jedności Narodowej;88c;42-500
Polska;Będzin;ul. Jedności Narodowej;17;42-500
Polska;Będzin;ul. Jedności Narodowej;46;42-500
Polska;Będzin;ul. Jedności Narodowej;10;42-500
Polska;Będzin;ul. Jedności Narodowej;79;42-500
Polska;Będzin;ul. Jedności Narodowej;64b;42-500
Polska;Będzin;ul. Jedności Narodowej;92c;42-500
Polska;Będzin;ul. Jedności Narodowej;45;42-500
Polska;Będzin;ul. Jedności Narodowej;4a;42-500
Polska;Będzin;ul. Jedności Narodowej;46;42-500
Polska;Będzin;ul. Jedności Narodowej;15;42-500
Polska;Będzin;ul. Jedności Narodowej;53c;42-500
Polska;Będzin;ul. Jedności Narodowej;71;42-500
Polska;Będzin;ul. Jedności Narodowej;43;42-500
Polska;Będzin;ul. Jedności Narodowej;63;42-500
Polska;Będzin;ul. Jedności Narodowej;93;42-500
Polska;Będzin;ul. Jedności Narodowej;54;42-500
Polska;Będzin;ul. Jedności Narodowej;55a;42-500
Polska;Będzin;ul. Jedności Narodowej;82;42-500
Polska;Będzin;ul. Jedności Narodowej;98;42-500
Polska;Będzin;ul. Jedności Narodowej;8;42-500
Polska;Będzin;ul. Jedności Narodowej;78;42-500
Polska;Będzin;ul. Jedności Narodowej;42;42-500
Polska;Będzin;ul. Jedności Narodowej;23;42-500
Polska;Będzin;ul. Jedności Narodowej;99;42-500
Polska;Będzin;ul. Jedności Narodowej;42;42-500
Polska;Będzin;ul. Jedności Narodowej;82;42-500
Polska;Będzin;ul. Jedności Narodowej;60a;42-500
Polska;Będzin;ul. Jedności Narodowej;36;42-504
Polska;Będzin;ul. Jedności Narodowej;15;42-504
Polska;Będzin;ul. Jedności Narodowej;36;42-504
Polska;Będzin;ul. Jedności Narodowej;33;42-504
Polska;Będzin;ul. Jedności Narodowej;71;42-504
Polska;Będzin;ul. Jedności Narodowej;65;42-504
Polska;Będzin;ul. Jedności Narodowej;79c;42-504
Polska;Będzin;ul. Jedności Narodowej;58;42-504
Polska;Będzin;ul. Jedności Narodowej;8;42-504
Polska;Będzin;ul. Jedności Narodowej;79a;42-504
Polska;Będzin;ul. Jedności Narodowej;90b;42-504
Polska;Będzin;ul. Jedności Narodowej;16;42-504
Polska;Będzin;ul. Jedności Narodowej;34;42-504
Polska;Będzin;ul. Jedności Narodowej;53;42-504
Polska;Będzin;ul. Jedności Narodowej;35;42-504
Polska;Będzin;ul. Jedności Narodowej;23a;42-504
Polska;Będzin;ul. Jedności Narodowej;49;42-504
Polska;Będzin;ul. Jedności Narodowej;81c;42-504
Polska;Będzin;ul. Jedności Narodowej;32;42-504
Polska;Będzin;ul. Jedności Narodowej;61;42-504
Polska;Będzin;ul. Jedności Narodowej;76c;42-504
Polska;Będzin;ul. Jedności Narodowej;22;42-504
Polska;Będzin;ul. Jedności Narodowej;42;42-505
Polska;Będzin;ul. Jedności Narodowej;43;42-506
Polska;Będzin;ul. Jedności Narodowej;5;42-506
Polska;Będzin;ul. Jedności Narodowej;92;42-506
Polska;Będzin;ul. Jedności Narodowej;46a;42-506
Polska;Będzin;ul. Jedności Narodowej;87;42-506
Polska;Będzin;ul. Jedności Narodowej;58;42-506
Polska;Będzin;ul. Jedności Narodowej;65b;42-506
Polska;Będzin;ul. Jedności Narodowej;66;42-506
Polska;Będzin;ul. Jedności Narodowej;69;42-506
Polska;Będzin;ul. Jedności Narodowej;23;42-506
Polska;Będzin;ul. Jedności Narodowej;66;42-506
Polska;Będzin;ul. Jedności Narodowej;2;42-506
Polska;Będzin;ul. Jedności Narodowej;54b;42-506
Polska;Będzin;ul. Jedności Narodowej;73;42-506
Polska;Będzin;ul. Jedności Narodowej;39;42-506
Polska;Będzin;ul. Jedności Narodowej;36b;42-506
Polska;Będzin;ul. Jedności Narodowej;36;42-506
Polska;Będzin;ul. Jelczańska;93;42-506
Polska;Będzin;ul. Jelczańska;47c;42-506
Polska;Będzin;ul. Jelczańska;72b;42-506
Polska;Będzin;ul. Jelczańska;16;42-506
Polska;Będzin;ul. Jelczańska;44;42-506
Polska;Będzin;ul. Jelczańska;50;42-506
Polska;Będzin;ul. Jelczańska;5b;42-506
Polska;Będzin;ul. Jelczańska;65;42-506
Polska;Będzin;ul. Jelczańska;19;42-506
Polska;Będzin;ul. Jelczańska;32a;42-506
Polska;Będzin;ul. Jelczańska;77b;42-506
Polska;Będzin;ul. Jelczańska;66;42-506
Polska;Będzin;ul. Jelczańska;72;42-506
Polska;Będzin;ul. Jelczańska;33c;42-506
Polska;Będzin;ul. Jelczańska;60c;42-506
Polska;Będzin;ul. Jelczańska;36;42-506
Polska;Będzin;ul. Jelczańska;4;42-506
Polska;Będzin;ul. Jelczańska;41;42-506
Polska;Będzin;ul. Jelczańska;83;42-506
Polska;Będzin;ul. Jelczańska;35;42-506
Polska;Będzin;ul. Jelczańska;10c;42-506
Polska;Będzin;ul. Jelczańska;25;42-506
Polska;Będzin;ul. Jelczańska;58c;42-506
Polska;Będzin;ul. Jelczańska;93a;42-506
Polska;Będzin;ul. Jelczańska;81c;42-506
Polska;Będzin;ul. Jelczańska;7;42-506
Polska;Będzin;ul. Jelenia;28a;42-506
Polska;Będzin;ul. Jelenia;27;42-506
Polska;Będzin;ul. Jelenia;21;42-506
Polska;Będzin;ul. Jelenia;12;42-506
Polska;Wojkowice Kościelne;ul. Jelenia;51;42-510
Polska;Psary;ul. Jelenia;85;42-512
Polska;Będzin;ul. Jelenia;32;42-519
Polska;Dąbrowa Górnicza;ul. Jelenia;24c;42-520
Polska;Dąbrowa Górnicza;ul. Jelenia;90;42-520
Polska;Dąbrowa Górnicza;ul. Jelenia;10;42-520
Polska;Dąbrowa Górnicza;ul. Jelenia;70a;42-520
Polska;Dąbrowa Górnicza;ul. Jelenia;92;42-520
Polska;Dąbrowa Górnicza;ul. Jelenia;93;42-522
Polska;Dąbrowa Górnicza;ul. Jelenia;91c;42-522
Polska;Dąbrowa Górnicza;ul. Jelenia;45;42-522
Polska;Dąbrowa Górnicza;ul. Jelenia;3b;42-523
Polska;Dąbrowa Górnicza;ul. Jelenia;35b;42-524
Polska;Dąbrowa Górnicza;ul. Jelenia;63a;42-530
Polska;Dąbrowa Górnicza;ul. Jelenia;76;42-530
Polska;Dąbrowa Górnicza;ul. Jelenia;55b;42-530
Polska;Dąbrowa Górnicza;ul. Jelenia;58;42-530
Polska;Dąbrowa Górnicza;ul. Jelenia;96;42-530
Polska;Dąbrowa Górnicza;ul. Jelenia;26;42-530
Polska;Strzyżowice;ul. Jelenia;97a;42-575
Polska;Strzyżowice;ul. Jelenia;34;42-575
Polska;Wojkowice;ul. Jelenia;68;42-580
Polska;Bobrowniki;ul. Jelenia;4;42-583
Polska;Sączów;ul. Jelenia;22b;42-595
Polska;Tarnowskie Góry;ul. Jelenia;27;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;18;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;44a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;56;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;74;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;19;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;90;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;90;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;52;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;4a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;13;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;35a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;3;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;68;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;60;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;49b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;60a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;89;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;30c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;42;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;29c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;18;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;5b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;24;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;55;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;73;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;36;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;4;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;22c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;10;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;49;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;38;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;60;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;71;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;28;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;13c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;5c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;23b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;28c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;16;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;24;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;30c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;37;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;45;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;47;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;49;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;31;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;100a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;18;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;29;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;78;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;74;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;34b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;25;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;50;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;24a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;71b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;22;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;92;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;96a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;26b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;88;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;82;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;60;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;94c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;17;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;100c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;41a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;70c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;60c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;8;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;100;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;77;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;96;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;56;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;71;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;97b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;7;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;42;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;12a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;53;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;61;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;78;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;67;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;42c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;33a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;95b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;88;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;35;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;58;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;74c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;2;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;4a;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;6;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;70c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;23;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;29;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;53;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;74;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;77b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;80;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;100c;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;12;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;46;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;8;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;1b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;91;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;34;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;63;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;55b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;100b;42-600
Polska;Tarnowskie Góry;ul. Jeleniogórska;37;42-600
Polska;Tarnowskie Góry;ul. Jemeńska;79c;42-600
Polska;Tarnowskie Góry;ul. Jemeńska;7;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;73;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;21;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;72;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;24c;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;97b;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;2;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;17;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;88;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;47;42-603
Polska;Tarnowskie Góry;ul. Jemeńska;48c;42-605
Polska;Tarnowskie Góry;ul. Jemeńska;23c;42-605
Polska;Tarnowskie Góry;ul. Jemeńska;81;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;12a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;55b;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;14c;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;70a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;36;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;54c;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;72b;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;43;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;12;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;85a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;81;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;79a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;70;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;38;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;15c;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;14;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;69;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;70;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;9a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;97c;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;10;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;39a;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;94b;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;55;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;11;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;94;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;58;42-605
Polska;Tarnowskie Góry;ul. Jemiołowa;71;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;3a;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;52;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;71;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;34;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;59;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;86;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;51;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;49c;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;88;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;44c;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;83;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;10a;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;11a;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;53b;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;82c;42-606
Polska;Tarnowskie Góry;ul. Jemiołowa;40b;42-609
Polska;Tarnowskie Góry;ul. Jemiołowa;72b;42-609
Polska;Tarnowskie Góry;ul. Jemiołowa;25;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;93b;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;25c;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;100;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;49;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;91;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;70c;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;20;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;28;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;34;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;85;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;47;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;73;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;97;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;4;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;87b;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;44;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;87;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;33;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;21b;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;92a;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;37;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;84c;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;90;42-609
Polska;Tarnowskie Góry;ul. Jerzmanowska;71b;42-609
Polska;Miasteczko Śląskie;ul. Jerzmanowska;52;42-610
Polska;Miasteczko Śląskie;ul. Jerzmanowska;77;42-610
Polska;Tarnowskie Góry;ul. Jerzmanowska;35;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;81;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;59;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;49a;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;32c;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;97;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;25c;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;29;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;29;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;94c;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;67;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;67a;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;65;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;90;42-612
Polska;Tarnowskie Góry;ul. Jerzmanowska;52;42-612
Polska;Nakło;ul. Jerzmanowska;49;42-620
Polska;Świerklaniec;ul. Jerzmanowska;86;42-622
Polska;Świerklaniec;ul. Jerzmanowska;42c;42-622
Polska;Tąpkowice;ul. Jerzmanowska;9a;42-624
Polska;Kalety;ul. Jerzmanowska;11;42-660
Polska;Wieszowa;ul. Jerzmanowska;34;42-672
Polska;Zbrosławice;ul. Jerzmanowska;31;42-674
Polska;Ziemięcice;ul. Jerzmanowska;6a;42-675
Polska;Czekanów;ul. Jerzmanowska;19;42-677
Polska;Tarnowskie Góry;ul. Jerzmanowska;1;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;73;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;19c;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;6;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;46;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;75;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;58c;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;89;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;31;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;40;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;94;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;1;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;1;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;83b;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;94;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;9;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;95;42-680
Polska;Tarnowskie Góry;ul. Jerzmanowska;64;42-680
Polska;Tworóg;ul. Jerzmanowska;1;42-690
Polska;Tworóg;ul. Jerzmanowska;16a;42-690
Polska;Krupski Młyn;ul. Jerzmanowska;49a;42-693
Polska;Krupski Młyn;ul. Jerzmanowska;71;42-693
Polska;Lubliniec;ul. Jerzmanowska;46;42-700
Polska;Lubliniec;ul. Jerzmanowska;43;42-700
Polska;Lubliniec;ul. Jerzmanowska;61;42-703
Polska;Kochanowice;ul. Jerzmanowska;85a;42-713
Polska;Lisów;ul. Jerzmanowska;91;42-714
Polska;Pawonków;ul. Jerzmanowska;37;42-772
Polska;Pawonków;ul. Jerzmanowska;21a;42-772
Polska;Sieraków Śląski;ul. Jerzmanowska;37;42-790
Polska;Ciasna;ul. Jerzmanowska;14;42-793
Polska;Tychy;ul. Jerzmanowska;15;43-100
Polska;Tychy;ul. Jerzmanowska;77;43-100
Polska;Tychy;ul. Jerzmanowska;73a;43-105
Polska;Tychy;ul. Jerzmanowska;81;43-108
Polska;Tychy;ul. Jerzmanowska;99;43-109
Polska;Lędziny;ul. Jerzmanowska;65;43-140
Polska;Lędziny;ul. Jerzmanowska;92;43-140
Polska;Lędziny;ul. Jerzmanowska;49;43-143
Polska;Lędziny;ul. Jerzmanowska;74b;43-143
Polska;Bieruń;ul. Jerzmanowska;31;43-150
Polska;Bieruń;ul. Jerzmanowska;76;43-150
Polska;Bieruń;ul. Jerzmanowska;86b;43-155
Polska;Bieruń;ul. Jerzmanowska;16;43-155
Polska;Łaziska Górne;ul. Jerzmanowska;19;43-170
Polska;Łaziska Górne;ul. Jerzmanowska;18a;43-173
Polska;Wyry;ul. Jerzmanowska;75b;43-175
Polska;Gostyń;ul. Jerzmanowska;58;43-176
Polska;Ornontowice;ul. Jerzmanowska;70b;43-178
Polska;Ornontowice;ul. Jerzmanowska;37;43-178
Polska;Orzesze;ul. Jerzmanowska;40;43-180
Polska;Orzesze;ul. Jerzmanowska;54a;43-180
Polska;Orzesze;ul. Jerzmanowska;29;43-186
Polska;Orzesze;ul. Jerzmanowska;2c;43-187
Polska;Orzesze;ul. Jerzmanowska;98;43-188
Polska;Mikołów;ul. Jerzmanowska;69;43-190
Polska;Mikołów;ul. Jerzmanowska;45c;43-190
Polska;Mikołów;ul. Jerzmanowska;91;43-190
Polska;Mikołów;ul. Jerzmanowska;3;43-190
Polska;Mikołów;ul. Jerzmanowska;87;43-190
Polska;Mikołów;ul. Jerzmanowska;79;43-190
Polska;Mikołów;ul. Jerzmanowska;84b;43-190
Polska;Mikołów;ul. Jerzmanowska;42;43-190
Polska;Mikołów;ul. Jerzmanowska;72;43-190
Polska;Mikołów;ul. Jerzmanowska;17;43-190
Polska;Mikołów;ul. Jerzmanowska;31b;43-190
Polska;Mikołów;ul. Jerzmanowska;30;43-190
Polska;Mikołów;ul. Jerzmanowska;1;43-190
Polska;Mikołów;ul. Jerzmanowska;63;43-190
Polska;Mikołów;ul. Jerzmanowska;47;43-190
Polska;Mikołów;ul. Jerzmanowska;93a;43-190
Polska;Mikołów;ul. Jerzmanowska;48;43-190
Polska;Mikołów;ul. Jerzmanowska;98;43-190
Polska;Mikołów;ul. Jerzmanowska;58a;43-190
Polska;Mikołów;ul. Jerzmanowska;53b;43-190
Polska;Mikołów;ul. Jerzmanowska;7;43-190
Polska;Mikołów;ul. Jerzmanowska;52c;43-190
Polska;Mikołów;ul. Jerzmanowska;72;43-190
Polska;Mikołów;ul. Jerzmanowska;35c;43-190
Polska;Mikołów;ul. Jerzmanowska;55;43-190
Polska;Mikołów;ul. Jerzmanowska;99c;43-190
Polska;Mikołów;ul. Jerzmanowska;97c;43-190
Polska;Mikołów;ul. Jerzmanowska;77;43-190
Polska;Mikołów;ul. Jerzmanowska;64b;43-190
Polska;Mikołów;ul. Jerzmanowska;67a;43-190
Polska;Mikołów;ul. Jerzmanowska;5;43-190
Polska;Mikołów;ul. Jerzmanowska;84;43-190
Polska;Mikołów;ul. Jerzmanowska;100;43-190
Polska;Mikołów;ul. Jerzmanowska;31c;43-190
Polska;Mikołów;ul. Jerzmanowska;39c;43-190
Polska;Mikołów;ul. Jerzmanowska;42c;43-190
Polska;Mikołów;ul. Jerzmanowska;29;43-190
Polska;Mikołów;ul. Jerzmanowska;36;43-190
Polska;Mikołów;ul. Jerzmanowska;69;43-190
Polska;Mikołów;ul. Jerzmanowska;22;43-190
Polska;Mikołów;ul. Jerzmanowska;16;43-190
Polska;Mikołów;ul. Jesienna;45a;43-190
Polska;Mikołów;ul. Jesienna;55;43-190
Polska;Mikołów;ul. Jesienna;26;43-190
Polska;Mikołów;ul. Jesienna;32a;43-190
Polska;Mikołów;ul. Jesienna;72;43-190
Polska;Mikołów;ul. Jesienna;3;43-190
Polska;Mikołów;ul. Jesienna;9;43-190
Polska;Mikołów;ul. Jesienna;77;43-190
Polska;Mikołów;ul. Jesienna;9;43-190
Polska;Mikołów;ul. Jesienna;65b;43-190
